X,Y,ORGANIZATION_NAME,CLIENT_NAME,SITE_NAME,PRIMARY_FACILITY_NAME,CLIENT_ID,SITE_ID,PRIMARY_FACILITY_ID,SUB_FACILITY_NAME,SUB_FACILITY_ID,PRIMARY_FACILITY_TYPE,PRIMARY_FACILITY_KIND,OTHER_FACILITY_ID,SUB_FACILITY_TYPE,SOTHER_FID,CLIENT_RELATIONSHIP,SITE_STATUS,PRIMARY_FACILITY_STATUS,SUB_FACILITY_STATUS,COMPLIANCE,SHAPE_FID
-8578883.915,5046880.152,COASTAL ALUM ROLLING MILLS INC,COASTAL ALUM ROLLING MILLS INC,J W ALUM CO,COASTAL ALUM ROLLING/CHROMAGRAPHIC PROC CO,6832,2054,3805,ADMIN SF FOR:COASTAL ALUM ROLLING/CHROMAGRAPHIC PROC CO,549384,AIR EMISSION PLANT,Unavailable,23-2592651-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4234406
-8613400.447,5041423.036,WOOLRICH INC,WOOLRICH INC,WOOLRICH PLT,WOOLRICH INC/WOOLRICH PLT,67041,2776,3760,ADMIN SF FOR:WOOLRICH INC/WOOLRICH PLT,549466,AIR EMISSION PLANT,Unavailable,24-0765400-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4234508
-8368516.999,4896020.17,PLYMOUTH TUBE CO,PLYMOUTH TUBE CO,PLYMOUTH TUBE,PLYMOUTH TUBE CO/HORSHAM,83328,452015,546472,ADMIN SF FOR:PLYMOUTH TUBE CO/HORSHAM,553495,AIR EMISSION PLANT,Unavailable,38-0933700-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4234624
-8378277.648,4896928.374,POLYMER PROD CO INC,POLYMER PROD CO INC,POLYMER PROD,POLYMER PROD CO INC/STOCKERTOWN PLT 9,109943,464350,514540,ADMIN SF FOR:POLYMER PROD CO INC/STOCKERTOWN PLT 9,551336,AIR EMISSION PLANT,Unavailable,25-1740676-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4234699
-8560270.941,5011247.769,Unavailable,PEACHEY DAVID,KELLY TWP BARN,DAVID PEACHEY/HOSPITAL DRIVE BARN DEMO & OPEN BURNING,245098,664718,674962,ADMIN SF FOR:DAVID PEACHEY/HOSPITAL DRIVE BARN DEMO & OB,910303,AIR EMISSION PLANT,Unavailable,00-4100117-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,ACTIVE,YES,4234705
-8784715.611,4908080.218,ALLEGHENY MFG & ELEC SVC,ALLEGHENY MFG & ELEC SVC,ALLEGHENY MFG & ELEC SVC,ALLEGHENY MFG & ELEC/FERNDALE,110404,480946,510192,ADMIN SF FOR:ALLEGHENY MFG & ELEC/FERNDALE,551911,AIR EMISSION PLANT,Unavailable,23-2921997-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4234713
-8887541.087,4993140.541,JSP INTL,JSP INTL,JSP INTL MFG,JSP INTL/EAST BUTLER,110627,481098,563836,ADMIN SF FOR:JSP INTL/EAST BUTLER,552273,AIR EMISSION PLANT,Unavailable,13-3308754-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4234731
-8532559.679,4865222.384,BWAY PKG DIV BWAY CORP,BWAY PKG DIV BWAY CORP,BWAY PKG DIV BWAY CORP YORK CAN PLT,BWAY PKG DIV BWAY CORP/YORK CAN PLT,118167,491598,519732,ADMIN SF FOR:BWAY PKG DIV BWAY CORP/YORK CAN PLT,553454,AIR EMISSION PLANT,Unavailable,36-3624491-34,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4234745
-8380846.55,4898457.13,PAUL GIROUX INC,PAUL GIROUX INC,PAUL GIROUX,PAUL GIROUX INC/WIND GAP PLT,134526,521256,544234,ADMIN SF FOR:PAUL GIROUX INC/WIND GAP PLANT,553653,AIR EMISSION PLANT,Unavailable,00-2200012-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4234779
-8874959.614,5011759.914,CALUMET KARNS CITY REF LLC,CALUMET KARNS CITY REF LLC,CALUMET KARNS CITY REF,CALUMET KARNS CITY REF LLC/KARNS CITY,261557,249888,257250,ADMIN SF FOR:CALUMET KARNS CITY REF LLC/KARNS CITY,549555,AIR EMISSION PLANT,Unavailable,26-1547648-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4234922
-8390413.662,4842776.635,PQ CORP,PQ CORP,PQ CHESTER PLT,PQ CORP/CHESTER,134318,236490,238534,ADMIN SF FOR:PQ CORP/CHESTER,548846,AIR EMISSION PLANT,Unavailable,23-0972750-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4235221
-8782541.925,5025624.099,REYNOLDSVILLE CASKET CO INC,REYNOLDSVILLE CASKET CO INC,REYNOLDSVILLE CASKET,REYNOLDSVILLE CASKET/REYNOLDSVILLE,119023,493560,521292,ADMIN SF FOR:REYNOLDSVILLE CASKET/REYNOLDSVILLE,553196,AIR EMISSION PLANT,Unavailable,25-1404633-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4235242
-8363889.123,5010476.536,WESTROCK CONVERTING CO LLC,WESTROCK CONVERTING CO LLC,WESTROCK CONVERTING CO LLC,INACTIVE DO NOT USE/ ROCK TENN CO/MILL DIV INC STROUDSBURG,83682,4034,549198,ADMIN SF FOR:ROCK TENN CO/MILL DIV INC STROUDSBURG MILL,550628,AIR EMISSION PLANT,Unavailable,62-0381590-3,GENERAL ADMINISTRATIVE LOCATION,ADMINX,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4235579
-8391778.517,4930399.191,MILFORD ENTERPRISES INC,MILFORD ENTERPRISES INC,MILFORD ENTERPRISES MFG,MILFORD ENTERPRISES/QUAKERTOWN,83714,456673,512505,ADMIN SF FOR:MILFORD ENTERPRISES/QUAKERTOWN,552771,AIR EMISSION PLANT,Unavailable,23-2236554-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,PERMIT NO LONGER REQUIRED,ACTIVE,YES,4235586
-8435123.992,5026923.666,PIONEER AGGREGATES INC,PIONEER AGGREGATES INC,WHITE HAVEN RED ROCK SALES,PIONEER AGGREGATES/WHITE HAVEN RED ROCK SALES,87134,481357,510618,ADMIN SF FOR:POPPLE CONST INC/WHITE HAVEN RED ROCK SALES,551194,AIR EMISSION PLANT,Unavailable,23-2204014-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4235601
-8787673.692,4917185.748,JOHNSTOWN WIRE TECHS INC,JOHNSTOWN WIRE TECHS INC,JOHNSTOWN WIRE TECHS JOHNSTOWN PLT,JOHNSTOWN WIRE TECH/JOHNSTOWN WIRE PLT,87458,263666,512632,ADMIN SF FOR:JOHNSTOWN WIRE TECHN/JOHNSTOWN WIRE PLT,553244,AIR EMISSION PLANT,Unavailable,25-1694672-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4235607
-8385288.34,5026327.953,SANOFI PASTEUR,SANOFI PASTEUR,SANOFI PASTEUR INC,SANOFI PASTEUR/SWIFTWATER FAC,93312,2571,512268,ADMIN SF FOR:AVENTIS PASTEUR/SWIFTWATER FAC,550337,AIR EMISSION PLANT,Unavailable,98-0033013-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4235628
-8916041.502,5179035.229,GUNITE CORP,GUNITE CORP,GUNITE EMI MFG,GUNITE EMI CORP/EMI DIV ERIE,135013,247031,252949,ADMIN SF FOR:GUNITE EMI CORP/EMI DIV ERIE,549505,AIR EMISSION PLANT,Unavailable,36-4292516-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4235697
-8506527.357,4982425.553,KS DRY CLNR,KS DRY CLNR,KS DRY CLNR,KS DRY CLNR/N OAK ST PLT,135737,523568,546910,ADMIN SF FOR:KS DRY CLNR/N OAK ST PLT,553623,AIR EMISSION PLANT,Unavailable,23-1683688-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4235731
-8539761.092,4866787.913,YORK GROUP INC,YORK GROUP INC,YORK CASKET MFG,YORK GROUP INC/BLACK BRIDGE RD,83819,452781,480181,ADMIN SF FOR:YORK GROUP INC/BLACKBRIDGE RD,549415,AIR EMISSION PLANT,Unavailable,23-2316195-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236069
-8452740.738,4913498.641,BERKS PACKING CO INC,BERKS PACKING CO INC,BERKS PACKING READING PLT,BERKS PACKING CO INC/READING PLANT,111064,481699,510896,ADMIN SF FOR:BERKS PACKING CO INC/READING PLT,552520,AIR EMISSION PLANT,Unavailable,23-0404560-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4236115
-8383074.431,4876694.581,SPARTECH VY CAL,SPARTECH VY CAL,FRANKLIN BURLINGTON PLASTICS DBA SPARTECH VYCAL,SPARTECH VY CAL PLASTICS/VY-CAL PLT,111322,455262,495723,ADMIN SF FOR:SPARTECH VY CAL PLASTICS/VY-CAL PLT,550441,AIR EMISSION PLANT,Unavailable,22-2854659-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4236126
-8635729.13,4830234.055,GROVE BOWERSOX FUNERAL HOME INC,GROVE BOWERSOX FUNERAL HOME INC,GROVE BOWERSOX FUNERAL HOME,GROVE BOWERSOX FUNERAL HOME/WAYNESBORO,135575,523236,546759,ADMIN SF FOR:GROVE BOWERSOX FUNER/CREMATION CHAMBER,553602,AIR EMISSION PLANT,Unavailable,23-2191027-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236178
-8412905.083,4884846.388,HENRY CO,HENRY CO,HENRY KIMBERTON FAC,HENRY CO/KIMBERTON PLT,135695,1900,2467,ADMIN SF FOR:HENRY CO/KIMBERTON PLT,548830,AIR EMISSION PLANT,Unavailable,95-3618402-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236187
-8397509.714,4854040.947,DELAWARE CNTY,DELAWARE CNTY,DELAWARE CNTY FAIR ACRES COMPLEX,DELAWARE CNTY/FAIR ACRES COMPLEX,70553,550813,568005,ADMIN SF FOR:DELAWARE CNTY/FAIR ACRES COMPLEX,561772,AIR EMISSION PLANT,Unavailable,23-6003046-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236418
-8441870.105,5051607.726,INTERMETRO INDUSTRIES CORPORATION/ALI GROUP NA CORPORATION,INTERMETRO INDUSTRIES CORPORATION/ALI GROUP NA CORPORATION,INTERMETRO IND,INTERMETRO IND CORP/PLT 1,81834,248955,627328,ADMIN SF FOR:INTERMETRO IND CORP/PLT 1,750498,AIR EMISSION PLANT,Unavailable,24-0836974-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,INACTIVE,YES,4236516
-8543607.168,4860063.858,PA HEIRLOOMS LLC,PA HEIRLOOMS LLC,PA HEIRLOOMS FURNITURE MFG,PA HEIRLOOMS/YORK,111951,484237,516685,ADMIN SF FOR:PA HEIRLOOMS/YORK,553314,AIR EMISSION PLANT,Unavailable,23-2924426-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,ACTIVE,YES,4236614
-8502857.079,4909947.418,EAST INDIES COFFEE & TEA CO,EAST INDIES COFFEE & TEA CO,E INDIES COFFEE & TEA MFG LEBANON,EAST INDIES COFFEE &TEA CO/LEBANON,119776,495352,522711,ADMIN SF FOR:EAST INDIES COFFEE &TEA CO/LEBANON,553237,AIR EMISSION PLANT,Unavailable,23-2171742-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4236643
-8747448.682,5075403.044,ELK REG MED CTR,ELK REG MED CTR,PENN HIGHLANDS ELK,PENN HIGHLANDS ELK/ST MARYS,135925,261692,514927,ADMIN SF FOR:PENN HIGHLANDS ELK/ST MARYS,552138,AIR EMISSION PLANT,Unavailable,25-0585280-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236651
-8539709.559,4860684.273,CONSOLIDATED SCRAP RESOURCES INC,CONSOLIDATED SCRAP RESOURCES INC,CONSOLIDATED SCRAP RESOURCES PRINCESS ST FAC,CONSOLIDATED SCRAP RESOURCES/YORK PRINCESS ST,136397,538811,660985,ADMIN SF FOR:CONSOLIDATED SCRAP RESOURCES/YORK PRINCESS ST,839546,AIR EMISSION PLANT,Unavailable,23-3006186-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4236665
-8415509.863,4862135.181,SCHRAMM INC,SCHRAMM INC,SCHRAMM WEST CHESTER FAC,SCHRAMM INC/WEST CHESTER,136466,452794,510010,ADMIN SF FOR:SCHRAMM INC/WEST CHESTER,551112,AIR EMISSION PLANT,Unavailable,23-1060480-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236677
-8540603.502,4872612.821,PRETIUM PKG LLC,PRETIUM PKG LLC,PRETIUM PKG PLT,PRETIUM PKG LLC/YORK,284735,450844,514982,ADMIN SF FOR:PRETIUM PKG LLC/YORK,552921,AIR EMISSION PLANT,Unavailable,43-1817802-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4236855
-8369083.045,5013589.564,HARSCO CORP,HARSCO CORP,PATTERSON KELLY,HARSCO CORP/EAST STROUDSBURG PLT,77319,465475,494701,ADMIN SF FOR:HARSCO CORP/EAST STROUDSBURG PLT,551389,AIR EMISSION PLANT,Unavailable,23-1483991-6,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4236935
-8455186.726,4915538.035,VF OUTLET INC,VF OUTLET INC,VF TEXTILE MFG WYOMISSING,VF FACTORY OUTLET INC/VF OUTLET VILLAGE,139760,509548,549762,ADMIN SF FOR:VF FACTORY OUTLET INC/VF OUTLET VILLAGE,552667,AIR EMISSION PLANT,Unavailable,23-2650215-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4236944
-8515952.636,4884163.79,WILKINS ROGERS INC,WILKINS ROGERS INC,WILKINS ROGERS FLOUR MILL MT JOY,WILKINS ROGERS MILLS/MT JOY,83917,526099,548733,ADMIN SF FOR:WILKINS ROGERS MILLS/MT JOY,553716,AIR EMISSION PLANT,Unavailable,23-1402606-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4236988
-8914657.349,5035140.594,GROVE CITY COLL,GROVE CITY COLL,GROVE CITY COLL,GROVE CITY COLL/GROVE CITY,112652,485618,514360,ADMIN SF FOR:GROVE CITY COLL/GROVE CITY,552895,AIR EMISSION PLANT,Unavailable,25-1065148-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4237095
-8370752.968,4990755.341,TOLINOS FUEL SVC,TOLINOS FUEL SVC,TOLINOS FUEL SVC,TOLINOS FUEL SVC/FLICKSVILLE,120475,496195,523342,ADMIN SF FOR:TOLINOS FUEL SVC/FLICKSVILLE,551346,AIR EMISSION PLANT,Unavailable,23-1659041-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,PERMIT NO LONGER REQUIRED,ACTIVE,YES,4237115
-8709114.036,4965097.273,TYRONE SYNFUELS LP,TYRONE SYNFUELS LP,TYRONE SYNFUELS PAPER & COAL PELLET PLT,TYRONE SYNFUELS LP/TYRONE,120816,484984,513785,ADMIN SF FOR:TYRONE SYNFUELS LP/TYRONE,552782,AIR EMISSION PLANT,Unavailable,25-1821070-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4237119
-8871675.011,4896938.117,MAX ENV TECH INC,MAX ENV TECH INC,MAX ENV TECH INC YUKON FAC,MAX ENV TECH/YUKON FAC,121054,245145,514945,ADMIN SF FOR:MAX ENV TECH/YUKON FAC,550806,AIR EMISSION PLANT,Unavailable,25-1061423-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4237131
-8684499.278,4936710.11,HUNTINGDON ELEC MOTOR SVC INC,HUNTINGDON ELEC MOTOR SVC INC,HUNTINGDON ELEC MOTOR SVC,HUNTINGDON ELEC MOTO/HUNTINGDON,136772,525684,548446,ADMIN SF FOR:HUNTINGDON ELEC MOTO/HUNTINGDON,553699,AIR EMISSION PLANT,Unavailable,25-1404740-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4237144
-8546512.78,4882005.173,Unavailable,RUTKOWSKI MARTIN,IND SOLVENTS & CHEM,RUTKOWSKI MARTIN/ISCC ASBESTOS PROJ,215708,446015,645001,ADMIN SF FOR:RUTKOWSKI MARTIN/ISCC ASBESTOS PROJECT,786423,AIR EMISSION PLANT,Unavailable,00-3300041-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4237165
-8638326.98,4861644.225,WINEBRENNER THEOLOGICAL SEMINARY,WINEBRENNER THEOLOGICAL SEMINARY,WINEBRENNER THEOLOGICAL SEMINARY SCOTLAND,WINEBRENNER THEOLOGICAL SEMINARY/SCOTLAND,308249,477297,511851,ADMIN SF FOR:WINEBRENNER THEOLOGICAL SEMINARY/SCOTLAND,553366,AIR EMISSION PLANT,Unavailable,34-0877803-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4237392
-8386735.123,4871217.112,VILLANOVA UNIV,VILLANOVA UNIV,VILLANOVA UNIVERSITY,VILLANOVA UNIV/MAIN CAMPUS,84408,479061,512389,ADMIN SF FOR:VILLANOVA UNIV/MAIN CAMPUS,550920,AIR EMISSION PLANT,Unavailable,23-1352688-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4237952
-8542140.874,4859045.92,STONE CONTAINER CORP,STONE CONTAINER CORP,STONE CONTAINER PAPERBOARD PLT,STONE CONTAINER CORP/YORK MILL,84471,271457,294427,ADMIN SF FOR:STONE CONTAINER CORP/YORK MILL,549865,AIR EMISSION PLANT,Unavailable,36-2041256-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4237956
-8399599.608,4894176.025,URSINUS COLLEGE,URSINUS COLLEGE,URSINUS COLLEGE,URSINUS COLL/COLLEGEVILLE,94868,464259,493565,ADMIN SF FOR:URSINUS COLL/COLLEGEVILLE,550839,AIR EMISSION PLANT,Unavailable,23-1177930-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238001
-8923604.725,5051159.327,INTL TIMBER & VENEER LLC,INTL TIMBER & VENEER LLC,INTL TIMBER & VENEER,INTL TIMBER & VENEER/JACKSON COMMERCE PARK,95001,464450,493745,ADMIN SF FOR:INTL TIMBER & VENEER/JACKSON COMMERCE PARK,553199,AIR EMISSION PLANT,Unavailable,54-1784250-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,NO,4238013
-8483847.671,4886583.873,FAB RICK IND INC,FAB RICK IND INC,CARVELL & RICK STRUCTURAL STEEL FABRICATOR OREGON PIKE SITE,CARVELL & RICK INC/EPHRATA,112253,484844,543564,ADMIN SF FOR:CARVELL & RICK INC/EPHRATA,553548,AIR EMISSION PLANT,Unavailable,23-2579464-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,ACTIVE,YES,4238030
-8667679.57,4981589.575,BALFURD CLNR,BALFURD CLNR,BALFURD CLNR,BALFURD CLNRS INC/W BEAVER AVE PLT,121233,465427,546948,ADMIN SF FOR:BALFURD CLNRS INC/W BEAVER AVE PLT,553628,AIR EMISSION PLANT,Unavailable,24-0518380-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238041
-8580487.627,4829197.503,LITTONIAN SHOE CO,LITTONIAN SHOE CO,LITTONIAN SHOE PLT,LITTONIAN SHOE CO/INFANT SHOES,122999,500844,524744,ADMIN SF FOR:LITTONIAN SHOE CO/INFANT SHOES,553376,AIR EMISSION PLANT,Unavailable,23-0814840-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4238126
-8959468.083,5051653.266,DEV OF SHARPSVILLE FURNACE LTD,DEV OF SHARPSVILLE FURNACE LTD,SHARPSVILLE FURNACE DEV,DEV OF SHARPSVILLE FURNACE/QUARRY DEVELOPMENT,241136,241310,245027,ADMIN SF FOR:DEV OF SHARPSVILLE FURNACE,549643,AIR EMISSION PLANT,Unavailable,20-2670137-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238189
-8406709.365,4873151.17,HORATIO REALTY TRUST / VANGUARD,HORATIO REALTY TRUST / VANGUARD,VANGUARD,VANGUARD / FRAZER,303371,521485,544422,ADMIN SF FOR:WYETH AYERST LAB INC/FRAZER,550748,AIR EMISSION PLANT,Unavailable,23-2661590-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238401
-8755763.913,5142320.753,KEYSTONE POWDERED METAL CO,KEYSTONE POWDERED METAL CO,KEYSTONE POWDERED METAL LEWIS RUN,KEYSTONE POWDERED METAL CO/LEWIS RUN,84518,481792,511020,ADMIN SF FOR:KEYSTONE POWDERED ME/LEWIS RUN,553441,AIR EMISSION PLANT,Unavailable,25-1635401-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238421
-8870386.587,4895605.801,BASIC CARBIDE CORP,BASIC CARBIDE CORP,BASIC CARBIDE LOWBER PLT,BASIC CARBIDE CORP/LOWBER FACILITY,112412,485152,513948,ADMIN SF FOR:BASIC CARBIDE CORP/LOWBER FACILITY,552871,AIR EMISSION PLANT,Unavailable,25-1349956-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238479
-8528754.469,4853059.469,PERSING ENTERPRISES INC,PERSING ENTERPRISES INC,PERSING ENT FURNITURE PLT,PERSING ENTERPRISES INC/RED LION,120551,270102,523435,ADMIN SF FOR:PERSING ENTERPRISES /RED LION,549819,AIR EMISSION PLANT,Unavailable,23-2719284-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4238494
-8395468.632,4853476.663,ELWYN,ELWYN,ELWYN,ELWYN/MIDDLETOWN TWP,113513,555108,571051,ADMIN SF FOR:ELWYN/MIDDLETOWN TWP,568853,AIR EMISSION PLANT,Unavailable,23-1352117-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238547
-8537842.355,4962283.721,PAPETTIS HYGRADE EGG PROD INC,PAPETTIS HYGRADE EGG PROD INC,PAPETTIS HYGRADE EGG PROD HUBLEY TWP SITE,PAPETTIS HYGRADE EGG PROD/HUBLEY,123964,520606,564064,ADMIN SF FOR:PAPETTIS HYGRADE EGG PROD/KLINGERSTOWN,561304,AIR EMISSION PLANT,Unavailable,22-3493805-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238599
-8503791.469,4947045.53,GUILFORD MILLS INC,GUILFORD MILLS INC,PENN DYE & FINISHING PLT,GUILFORD MILLS LLC/PENN DYE & FINISHING PLT,223727,242947,247332,ADMIN SF FOR:GUILFORD MILLS INC/PENN DYE & FINISHING PLT,549201,AIR EMISSION PLANT,Unavailable,13-5572386,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238736
-8618738.074,4997945.065,CON STONE INC,CON STONE INC,AARONSBURG PLT,CON STONE INC/AARONSBURG QUARRY,62789,462422,491962,ADMIN SF FOR:CON STONE INC/AARONSBURG QUARRY,551681,AIR EMISSION PLANT,Unavailable,25-1674182-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4238803
-8390139.907,4842647.149,PRIME SOURCES INC,PRIME SOURCES INC,PRIME SOURCES,PRIME SOURCES INC/CHESTER PLT,90339,261776,279563,ADMIN SF FOR:PRIME SOURCES INC/CHESTER PLT,549363,AIR EMISSION PLANT,Unavailable,23-2331587-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,ACTIVE,YES,4239011
-8421032.088,5071519.098,COMM MED CTR DBA GEISINGER COMM MED CTR,COMM MED CTR DBA GEISINGER COMM MED CTR,COMMUNITY MEDICAL CENTER,COMMUNITY MEDICAL CTR/SCRANTON FACILITY,115267,237587,546797,ADMIN SF FOR:COMMUNITY MED CTR/SCRANTON FAC,553619,AIR EMISSION PLANT,Unavailable,24-0862246-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,PERMIT NO LONGER REQUIRED,ACTIVE,YES,4239069
-8692585.318,4932012.651,NEW ENTERPRISE STONE & LIME CO INC,NEW ENTERPRISE STONE & LIME CO INC,MCCONNELSTOWN QUARRY,NEW ENTERPRISE STONE/MCCONNELLSTOWN,62856,258351,494244,ADMIN SF FOR:NEW ENTERPRISE STONE/MCCONNELLSTOWN,550890,AIR EMISSION PLANT,Unavailable,23-1374051-5,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4239255
-8522322.225,4913766.023,PENNSY SUPPLY INC,PENNSY SUPPLY INC,PENNSY SUPPLY LEBANON ASPHALT PLT,PENNSY SUPPLY INC/MILLARD ASPHALT,1916,521214,558297,ADMIN SF FOR:PENNSY SUPPLY INC/MILLARD ASPHALT,553552,AIR EMISSION PLANT,Unavailable,23-2729496-34,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4239359
